order_id,order_timestamp,city,store_id,delivery_pincode,delivery_lat,delivery_lon,basket_value_inr,promised_delivery_min,actual_delivery_min
ORD0000106,2026-04-01 07:14:30,Pune,PUN-05,411028,18.497535,73.925692,456.69,10,8.05
ORD0000107,2026-04-01 07:16:11,Jaipur,JAI-02,302017,26.857793,75.823867,636.24,10,4.62
ORD0000108,2026-04-01 07:16:13,Jaipur,JAI-04,302018,26.861046,75.756474,313.01,10,6.54
ORD0000109,2026-04-01 07:16:19,Jaipur,JAI-02,302020,26.840666,75.854825,378.61,10,11.18
ORD0000110,2026-04-01 07:16:25,Jaipur,JAI-02,302017,26.855688,75.80122,763.96,10,3.26
ORD0000111,2026-04-01 07:17:19,Jaipur,JAI-01,302012,26.932452,75.753085,268.44,10,10.71
ORD0000112,2026-04-01 07:18:11,Hyderabad,HYD-02,500033,17.426644,78.414875,514.59,10,6.29
ORD0000113,2026-04-01 07:18:40,Hyderabad,HYD-02,500033,17.419467,78.408497,276.09,10,8.81
ORD0000114,2026-04-01 07:19:03,Pune,PUN-07,411045,18.580907,73.775474,571.67,10,6.59
ORD0000115,2026-04-01 07:21:09,Hyderabad,HYD-04,500019,17.489256,78.368874,285.04,10,7.5
ORD0000116,2026-04-01 07:21:42,Hyderabad,HYD-03,500016,17.442747,78.474881,900.64,10,2.6
ORD0000117,2026-04-01 07:22:22,Pune,PUN-01,411038,18.507316,73.811966,738.13,10,5.28
ORD0000118,2026-04-01 07:22:36,Hyderabad,HYD-02,500001,17.377447,78.470263,518.66,10,15.54
ORD0000119,2026-04-01 07:22:50,Pune,PUN-06,411004,18.511786,73.843639,507.2,10,11.5
ORD0000120,2026-04-01 07:23:53,Jaipur,JAI-05,302033,26.786016,75.819914,535.89,10,2.6
ORD0000121,2026-04-01 07:24:37,Pune,PUN-05,411001,18.512571,73.889187,278.6,10,10.12
ORD0000122,2026-04-01 07:26:35,Jaipur,JAI-01,302015,26.914432,75.751631,523.25,10,2.6
ORD0000123,2026-04-01 07:27:29,Jaipur,JAI-02,302017,26.851512,75.811561,361.61,10,3.39
ORD0000124,2026-04-01 07:28:02,Pune,PUN-07,411057,18.59023,73.751779,432.85,10,11.45
ORD0000125,2026-04-01 07:29:20,Jaipur,JAI-03,302021,26.955598,75.790165,347.64,10,8.31
ORD0000126,2026-04-01 07:30:46,Pune,PUN-05,411028,18.502665,73.916306,400.92,10,7.13
ORD0000127,2026-04-01 07:31:22,Hyderabad,HYD-06,500072,17.479563,78.421777,574.81,10,5.76
ORD0000128,2026-04-01 07:31:40,Hyderabad,HYD-02,500001,17.375296,78.476354,346.65,10,17.39
ORD0000129,2026-04-01 07:33:13,Hyderabad,HYD-03,500018,17.459815,78.442244,470.51,10,8.31
ORD0000130,2026-04-01 07:33:32,Jaipur,JAI-05,302019,26.813726,75.784902,164.43,10,11.63
ORD0000131,2026-04-01 07:33:42,Pune,PUN-06,411004,18.523541,73.834738,634.48,10,5.43
ORD0000132,2026-04-01 07:35:20,Pune,PUN-05,411028,18.510647,73.937043,547.14,10,5.83
ORD0000133,2026-04-01 07:35:49,Hyderabad,HYD-02,500001,17.372601,78.475698,388.06,10,17.03
ORD0000134,2026-04-01 07:35:56,Jaipur,JAI-03,302001,26.926791,75.827045,740.23,10,8.66
ORD0000135,2026-04-01 07:36:16,Pune,PUN-07,411027,18.590552,73.79144,271.59,10,4.12
ORD0000136,2026-04-01 07:36:39,Hyderabad,HYD-06,500049,17.508856,78.38729,650.2,10,8.66
ORD0000137,2026-04-01 07:36:53,Pune,PUN-06,411016,18.52183,73.835737,402.04,10,8.69
ORD0000138,2026-04-01 07:37:03,Hyderabad,HYD-03,500016,17.446551,78.466748,575.31,10,4.96
ORD0000139,2026-04-01 07:37:05,Jaipur,JAI-03,302004,26.925953,75.790228,426.28,10,2.6
ORD0000140,2026-04-01 07:37:26,Jaipur,JAI-03,302004,26.937098,75.796039,371.4,10,5.19
ORD0000141,2026-04-01 07:37:29,Pune,PUN-07,411057,18.599697,73.755104,232.63,10,11.51
ORD0000142,2026-04-01 07:38:10,Hyderabad,HYD-02,500034,17.417035,78.439369,577.82,10,4.5
ORD0000143,2026-04-01 07:38:39,Hyderabad,HYD-06,500072,17.492098,78.404495,409.37,10,5.38
ORD0000144,2026-04-01 07:39:02,Pune,PUN-06,411004,18.517544,73.84934,299.62,10,8.68
ORD0000145,2026-04-01 07:39:40,Pune,PUN-06,411004,18.52302,73.834161,845.52,10,8.03
ORD0000146,2026-04-01 07:40:37,Pune,PUN-07,411057,18.601253,73.760054,384.88,10,5.97
ORD0000147,2026-04-01 07:41:31,Jaipur,JAI-05,302033,26.781202,75.827605,427.38,10,4.38
ORD0000148,2026-04-01 07:43:07,Jaipur,JAI-01,302015,26.921602,75.738532,543.72,10,5.51
ORD0000149,2026-04-01 07:44:51,Jaipur,JAI-03,302001,26.922025,75.821551,304.71,10,8.24
ORD0000150,2026-04-01 07:47:27,Jaipur,JAI-01,302012,26.932447,75.762857,419.71,10,12.58
ORD0000151,2026-04-01 07:48:12,Pune,PUN-02,411038,18.51327,73.808951,1078.46,10,2.9
ORD0000152,2026-04-01 07:48:20,Hyderabad,HYD-04,500084,17.462953,78.376192,572.88,10,6.7
ORD0000153,2026-04-01 07:49:27,Hyderabad,HYD-06,500072,17.482282,78.399818,360.42,10,2.6
ORD0000154,2026-04-01 07:50:00,Hyderabad,HYD-02,500033,17.422244,78.410225,404.64,10,8.12
ORD0000155,2026-04-01 07:50:39,Pune,PUN-05,411028,18.503139,73.923448,189.09,10,5.37
ORD0000156,2026-04-01 07:50:44,Hyderabad,HYD-06,500072,17.491645,78.407405,298.84,10,4.37
ORD0000157,2026-04-01 07:51:03,Pune,PUN-03,411007,18.550596,73.814107,463.97,10,6.3
ORD0000158,2026-04-01 07:52:19,Hyderabad,HYD-04,500032,17.454434,78.347485,501.93,10,8.08
ORD0000159,2026-04-01 07:53:47,Pune,PUN-07,411033,18.623297,73.739598,463.79,10,12.35
ORD0000160,2026-04-01 07:56:03,Hyderabad,HYD-04,500084,17.45061,78.369084,544.72,10,6.81
ORD0000161,2026-04-01 07:56:35,Hyderabad,HYD-05,500089,17.392958,78.375548,1039.49,10,6.12
ORD0000162,2026-04-01 07:57:28,Pune,PUN-07,411057,18.586796,73.760738,670.21,10,8.89
ORD0000163,2026-04-01 07:58:10,Hyderabad,HYD-06,500049,17.5109,78.38919,527.94,10,8.3
ORD0000164,2026-04-01 07:58:20,Hyderabad,HYD-04,500032,17.446696,78.348534,672.95,10,10.3
ORD0000165,2026-04-01 07:59:02,Pune,PUN-07,411057,18.602961,73.771875,313.12,10,5.24
ORD0000166,2026-04-01 08:01:44,Hyderabad,HYD-04,500084,17.466708,78.370809,655.63,10,2.6
ORD0000167,2026-04-01 08:01:49,Jaipur,JAI-03,302004,26.921739,75.794315,350.88,10,7.28
ORD0000168,2026-04-01 08:02:10,Hyderabad,HYD-04,500032,17.434868,78.335419,463.03,10,9.94
ORD0000169,2026-04-01 08:02:35,Pune,PUN-02,411038,18.510626,73.817342,1164.37,10,3.71
ORD0000170,2026-04-01 08:02:38,Hyderabad,HYD-06,500072,17.480835,78.415116,364.92,10,6.74
ORD0000171,2026-04-01 08:03:21,Jaipur,JAI-03,302004,26.937985,75.799983,338.24,10,5.47
ORD0000172,2026-04-01 08:03:26,Pune,PUN-01,411038,18.510541,73.803318,410.02,10,5.05
ORD0000173,2026-04-01 08:04:07,Hyderabad,HYD-04,500032,17.436762,78.336453,1316.52,10,14.12
ORD0000174,2026-04-01 08:04:30,Pune,PUN-05,411028,18.513688,73.924875,379.09,10,3.72
ORD0000175,2026-04-01 08:05:50,Pune,PUN-07,411033,18.620928,73.757607,361.35,10,11.82
ORD0000176,2026-04-01 08:06:06,Pune,PUN-07,411057,18.606363,73.760279,352.27,10,7.59
ORD0000177,2026-04-01 08:07:03,Hyderabad,HYD-06,500049,17.506591,78.3767,531.52,10,7.36
ORD0000178,2026-04-01 08:08:04,Jaipur,JAI-03,302004,26.930167,75.782117,386.96,10,3.91
ORD0000179,2026-04-01 08:08:17,Pune,PUN-07,411057,18.599002,73.77543,542.17,10,6.6
ORD0000180,2026-04-01 08:08:35,Hyderabad,HYD-06,500072,17.4843,78.410931,486.38,10,2.67
ORD0000181,2026-04-01 08:08:51,Pune,PUN-06,411006,18.536856,73.837673,253.53,10,5.53
ORD0000182,2026-04-01 08:09:04,Hyderabad,HYD-03,500016,17.447825,78.463223,837.16,10,6.04
ORD0000183,2026-04-01 08:09:28,Pune,PUN-03,411021,18.558436,73.784369,576.78,10,3.62
ORD0000184,2026-04-01 08:09:31,Pune,PUN-03,411021,18.56128,73.780253,448.76,10,4.61
ORD0000185,2026-04-01 08:10:09,Pune,PUN-06,411001,18.511756,73.87063,402.95,10,10.94
ORD0000186,2026-04-01 08:10:17,Hyderabad,HYD-06,500049,17.511629,78.37804,343.76,10,11.86
ORD0000187,2026-04-01 08:11:12,Hyderabad,HYD-03,500016,17.442076,78.461103,583.69,10,3.07
ORD0000188,2026-04-01 08:11:13,Jaipur,JAI-05,302033,26.781027,75.810041,217.08,10,4.1
ORD0000189,2026-04-01 08:11:28,Hyderabad,HYD-04,500084,17.451729,78.3571,497.91,10,6.21
ORD0000190,2026-04-01 08:12:48,Hyderabad,HYD-06,500049,17.514314,78.392809,664.29,10,6.98
ORD0000191,2026-04-01 08:13:51,Hyderabad,HYD-04,500084,17.450538,78.373209,432.08,10,2.65
ORD0000192,2026-04-01 08:13:56,Pune,PUN-06,411001,18.516914,73.87871,310.41,10,8.91
ORD0000193,2026-04-01 08:14:08,Hyderabad,HYD-01,500081,17.455279,78.390129,939.79,10,5.51
ORD0000194,2026-04-01 08:14:22,Hyderabad,HYD-03,500016,17.434259,78.467593,472.77,10,2.6
ORD0000195,2026-04-01 08:14:31,Pune,PUN-06,411016,18.52913,73.842263,568.71,10,2.74
ORD0000196,2026-04-01 08:14:37,Hyderabad,HYD-01,500081,17.445312,78.383407,912.05,10,4.17
ORD0000197,2026-04-01 08:14:44,Hyderabad,HYD-01,500081,17.451771,78.395764,421.1,10,2.6
ORD0000198,2026-04-01 08:14:58,Jaipur,JAI-05,302033,26.794575,75.812708,656.14,10,7.04
ORD0000199,2026-04-01 08:15:03,Pune,PUN-05,411001,18.514237,73.884893,460.47,10,11.1
ORD0000200,2026-04-01 08:15:20,Pune,PUN-07,411045,18.580715,73.763262,791.5,10,9.92
ORD0000201,2026-04-01 08:15:31,Jaipur,JAI-02,302017,26.861443,75.814352,549.55,10,2.62
ORD0000202,2026-04-01 08:17:14,Pune,PUN-03,411021,18.552294,73.773207,335.01,10,7.9
ORD0000203,2026-04-01 08:17:33,Hyderabad,HYD-04,500019,17.493523,78.360395,112.3,10,12.29
ORD0000204,2026-04-01 08:18:11,Pune,PUN-07,411057,18.607809,73.768193,341.12,10,5.79
ORD0000205,2026-04-01 08:19:32,Hyderabad,HYD-06,500072,17.482475,78.420797,290.06,10,2.6
ORD0000206,2026-04-01 08:20:18,Hyderabad,HYD-06,500049,17.504065,78.395336,491.32,10,5.74
ORD0000207,2026-04-01 08:20:29,Pune,PUN-02,411004,18.515076,73.83401,837.04,10,8.17
ORD0000208,2026-04-01 08:20:44,Pune,PUN-04,411014,18.577826,73.910218,334.1,10,10.23
ORD0000209,2026-04-01 08:21:16,Pune,PUN-07,411033,18.609377,73.748253,447.63,10,15.01
ORD0000210,2026-04-01 08:21:59,Pune,PUN-06,411006,18.538337,73.839946,290.83,10,5.14
ORD0000211,2026-04-01 08:22:26,Hyderabad,HYD-01,500081,17.446394,78.394281,613.82,10,3.28
ORD0000212,2026-04-01 08:22:47,Jaipur,JAI-04,302018,26.847705,75.753755,298.34,10,6.93
ORD0000213,2026-04-01 08:23:04,Jaipur,JAI-01,302015,26.912594,75.73472,257.43,10,5.21
ORD0000214,2026-04-01 08:23:44,Hyderabad,HYD-04,500019,17.50589,78.352806,582.28,10,14.03
ORD0000215,2026-04-01 08:24:01,Hyderabad,HYD-04,500084,17.452353,78.375231,789.06,10,5.76
ORD0000216,2026-04-01 08:25:53,Jaipur,JAI-03,302004,26.922095,75.794778,593.21,10,2.6
ORD0000217,2026-04-01 08:26:08,Hyderabad,HYD-06,500049,17.498166,78.39172,757.14,10,9.75
ORD0000218,2026-04-01 08:26:16,Pune,PUN-06,411006,18.529878,73.853746,1036.02,10,4.49
ORD0000219,2026-04-01 08:26:23,Jaipur,JAI-01,302015,26.910874,75.722352,391.72,10,7.94
ORD0000220,2026-04-01 08:26:42,Pune,PUN-06,411016,18.533549,73.838704,500.86,10,6.17
ORD0000221,2026-04-01 08:27:22,Pune,PUN-07,411027,18.595658,73.78031,598.46,10,7.6
ORD0000222,2026-04-01 08:28:18,Hyderabad,HYD-01,500033,17.433627,78.406127,642.66,10,5.58
ORD0000223,2026-04-01 08:29:41,Hyderabad,HYD-06,500072,17.477486,78.413664,239.27,10,7.67
ORD0000224,2026-04-01 08:29:45,Jaipur,JAI-02,302017,26.863766,75.810889,305.39,10,3.64
ORD0000225,2026-04-01 08:29:47,Hyderabad,HYD-04,500019,17.486676,78.35898,237.84,10,10.34
ORD0000226,2026-04-01 08:31:15,Hyderabad,HYD-04,500032,17.437001,78.332662,194.84,10,11.62
ORD0000227,2026-04-01 08:31:35,Jaipur,JAI-03,302021,26.97074,75.787618,665.78,10,14.57
ORD0000228,2026-04-01 08:32:48,Pune,PUN-04,411014,18.55574,73.908042,413.17,10,5.31
ORD0000229,2026-04-01 08:33:06,Pune,PUN-05,411028,18.510747,73.911569,394.97,10,9.05
ORD0000230,2026-04-01 08:33:49,Pune,PUN-03,411007,18.56002,73.809595,340.72,10,6.91
ORD0000231,2026-04-01 08:34:15,Hyderabad,HYD-03,500018,17.461406,78.438797,782.2,10,8.05
ORD0000232,2026-04-01 08:34:32,Pune,PUN-03,411021,18.560537,73.78584,480.55,10,5.6
ORD0000233,2026-04-01 08:35:26,Hyderabad,HYD-03,500016,17.436643,78.46776,837.42,10,5.07
ORD0000234,2026-04-01 08:37:26,Jaipur,JAI-05,302020,26.825628,75.844951,714.6,10,11.01
ORD0000235,2026-04-01 08:38:10,Hyderabad,HYD-01,500081,17.445815,78.390657,605.47,10,4.23
ORD0000236,2026-04-01 08:39:18,Hyderabad,HYD-01,500081,17.445362,78.390049,676.38,10,2.6
ORD0000237,2026-04-01 08:40:03,Pune,PUN-07,411057,18.587916,73.766723,701.63,10,9.56
ORD0000238,2026-04-01 08:40:14,Pune,PUN-04,411001,18.523282,73.88383,255.49,10,11.9
ORD0000239,2026-04-01 08:40:38,Hyderabad,HYD-04,500084,17.450223,78.358357,350.75,10,5.06
ORD0000240,2026-04-01 08:41:37,Pune,PUN-02,411004,18.508786,73.838837,464.36,10,9.18
ORD0000241,2026-04-01 08:42:45,Pune,PUN-06,411016,18.533754,73.83331,223.1,10,8.0
ORD0000242,2026-04-01 08:42:50,Hyderabad,HYD-06,500049,17.512912,78.386813,297.83,10,9.28
ORD0000243,2026-04-01 08:43:20,Jaipur,JAI-03,302004,26.927203,75.795089,950.01,10,7.74
ORD0000244,2026-04-01 08:43:36,Jaipur,JAI-02,302020,26.843663,75.864401,409.06,10,15.45
ORD0000245,2026-04-01 08:44:44,Hyderabad,HYD-04,500019,17.508887,78.359592,650.5,10,11.41
ORD0000246,2026-04-01 08:44:51,Pune,PUN-06,411001,18.512638,73.872331,671.42,10,8.5
ORD0000247,2026-04-01 08:44:55,Pune,PUN-05,411028,18.512355,73.911701,485.77,10,8.71
ORD0000248,2026-04-01 08:45:22,Pune,PUN-04,411014,18.571898,73.920059,339.54,10,5.68
ORD0000249,2026-04-01 08:45:24,Pune,PUN-06,411001,18.516127,73.874423,802.55,10,12.28
ORD0000250,2026-04-01 08:45:30,Hyderabad,HYD-03,500016,17.448418,78.459042,288.14,10,6.0
ORD0000251,2026-04-01 08:46:12,Hyderabad,HYD-01,500081,17.450927,78.393551,345.52,10,2.6
ORD0000252,2026-04-01 08:46:25,Jaipur,JAI-03,302001,26.919119,75.816685,433.63,10,5.09
ORD0000253,2026-04-01 08:50:49,Pune,PUN-03,411021,18.563317,73.78776,482.66,10,2.6
